"fen","material_cmp","castle_white_kingside","castle_white_queenside","castle_black_kingside","castle_black_queenside"
"r1bqk2r/pppp1ppp/2n5/2b1p3/2B1P1n1/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 1 6","0","1","1","1","1"
"2br1rk1/1p3ppp/p1p1p3/2b4P/P1P1Nq2/5N2/5PP1/1Q1R1RK1 b - - 3 22","-1","0","0","0","0"
"r1b1kb1r/2p3pp/p1p2q2/5p2/8/3NP3/PPPBQPPP/R3K2R w KQkq - 2 17","1","1","1","1","1"
"8/2p5/k3Q3/ppP5/2p5/5P2/7P/3R3K b - - 4 43","1","0","0","0","0"
"4Q3/ppq1bpkp/2p3p1/5bN1/8/8/PP3PPP/R1BR2K1 w - - 1 19","1","0","0","0","0"
"1k1r3r/1p3n1p/1Np2pq1/Q2pp1p1/4P1P1/P2P3P/1PP2P2/2KR3R b - - 1 21","1","0","0","0","0"
"r3kbnr/pbpqpppp/1pnp4/8/2N5/2P2NP1/PP1PPP1P/R1BQKB1R w KQkq - 2 6","0","1","1","1","1"
"r4rk1/pp4pB/2n2n2/3pp3/6bR/4P3/PPP2P2/2KR2N1 b - - 1 21","-1","0","0","0","0"
"r1bqkbnr/ppp1pppp/2n5/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 2 3","0","1","1","1","1"
"rn2kbnr/pp1b1ppp/1q2p3/3P4/3N4/5N2/PPP2PPP/R1BQKB1R b KQkq - 0 7","1","1","1","1","1"
"rnbqk2r/pppp1ppp/1b3n2/8/P1PP4/8/1P3PPP/RNBQKBNR b KQkq - 0 6","0","1","1","1","1"
"r1bqkbnr/1pp1pppp/p1n5/8/2pPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 5","-1","1","1","1","1"
"r1b2rk1/pp2nppp/1qn1p3/1B1pP3/Pb1P4/2N2N2/1P3PPP/R1BQK2R w KQ - 5 10","0","1","1","0","0"
"r5k1/2p5/2pp2pQ/p3p2n/P1P5/1P1P2PP/5q1K/R5N1 w - - 0 27","0","0","0","0","0"
"2r2rk1/ppqn1ppp/4p3/2bpP3/5B2/8/PPPQNPPP/R4RK1 w - - 7 15","0","0","0","0","0"
"r2qkbnr/ppp2ppp/2np4/1B2p3/4P1b1/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 5","0","0","0","1","1"
"r6r/2pk2p1/3pR2p/1pP2p2/p1N2p1q/P5n1/BPP3K1/R1BQ4 b - - 0 21","1","0","0","0","0"
"r3kbnr/p2ppppp/1p6/2q5/1n2P3/2NQ1N2/PPP2PPP/R1B1K2R w KQkq - 3 9","0","1","1","1","1"
"rq2rbbk/ppp1n1pp/1n1p1p2/5N2/3PP2N/2P1B3/PPB1Q1PP/4RRK1 w - - 15 21","0","0","0","0","0"
"2rq2k1/p2b2pp/1p1b1r2/3p4/2p5/2P2Q2/PP1N1PPP/R4RK1 b - - 6 21","-1","0","0","0","0"
"2k3r1/pppb4/5Bn1/2P2p2/1P2p2n/P1N1P3/5PPP/R4R1K w - - 11 24","1","0","0","0","0"
"r3r1k1/bpp2p1p/p2p2p1/3q4/7P/1P4Q1/PB3PP1/R4RK1 w - - 0 21","-1","0","0","0","0"
"1r3rk1/4Rpp1/q3pn1p/3pN3/1p1P1P2/1Q1PP3/1P2N1PP/2R3K1 b - - 0 28","1","0","0","0","0"
"rnbqkbnr/pppp1ppp/8/4p3/8/1P6/PBPPPPPP/RN1QKBNR b KQkq - 1 2","0","1","1","1","1"
"r2qkbnr/pp2pppp/2n5/1B1p4/3P2b1/2N2N2/PPP2PPP/R1BQK2R b KQkq - 4 6","0","1","1","1","1"
"3rr3/pp3p2/3p1k1p/2p5/8/3B1P2/PPPK1P1P/4R1R1 b - - 3 19","1","0","0","0","0"
"5rk1/3b1pbp/p2p2p1/q1pB4/2Pp4/3P2P1/4PP1P/2BQ1RK1 w - - 0 22","-1","0","0","0","0"
"5r1r/p5k1/2Np2pp/2PPp3/2P4P/4Q1P1/P5K1/1q6 b - - 0 32","-1","0","0","0","0"
"rnbqkbnr/pppppp1p/8/6p1/8/1P6/PBPPPPPP/RN1QKBNR b KQkq - 1 2","0","1","1","1","1"
"1r3rk1/ppp2pbp/3p1np1/4q3/5Bb1/1NP3P1/PP2PPBP/R2QR1K1 b - - 1 13","0","0","0","0","0"
"4k2r/ppp5/2n4q/5P2/7p/2P5/PP4K1/7R b - - 3 27","-1","0","0","0","0"
"3rkbnr/ppp2ppp/4b3/8/1nP2B2/2N2N2/PP2PPPP/R3KB1R b KQk - 3 8","1","1","1","1","0"
"rnbqk2r/ppp1ppb1/3p1n1p/6p1/3P4/4PNB1/PPP2PPP/RN1QKB1R w KQkq - 1 7","0","1","1","1","1"
"rnbqkbnr/pppppp1p/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","0","1","1","1","1"
"r2qk1nr/ppp1ppbp/2n3p1/3p4/3P2b1/2PBPN2/PP3PPP/RNBQK2R w KQkq - 1 6","0","1","1","1","1"
"rnbqk2r/ppp1bppp/4pn2/8/5P2/5NN1/PPPP2PP/R1BQKB1R b KQkq - 4 6","0","1","1","1","1"
"2r2rk1/pp4bp/2np2p1/6P1/3P1p2/5N1q/PP1Q1P1P/R3K1R1 b Q - 0 23","-1","0","1","0","0"
"rnbqkbnr/p1pppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2","0","1","1","1","1"
"5rk1/pR3ppp/2p5/8/8/P5P1/1P2q1K1/3R4 w - - 0 32","-1","0","0","0","0"
"r1b1r1k1/pppn2pp/2n2q2/b2p4/3P4/2PB1NBP/PPQN2P1/R4RK1 b - - 1 16","0","0","0","0","0"
"3r2k1/1b1q1rp1/p1p2b1p/4p3/4n3/3P1P1P/P1K1P1P1/R4B1R w - - 0 24","-1","0","0","0","0"
"4rrk1/1ppq2pp/p1np1n2/2b1p3/4P3/1PP2NNP/1P2QPP1/R1B1R1K1 b - - 1 15","0","0","0","0","0"
"8/3k1rp1/8/3p4/3P3p/7K/P5P1/8 w - - 4 49","-1","0","0","0","0"
"r1b2rk1/pp2ppb1/1qn4p/3p2pn/3P4/1pP1P1B1/P1BN1PPP/R1Q1K1NR w KQ - 0 13","-1","1","1","0","0"
"3k1r2/p2q3p/3b4/2p5/8/2Q5/PPP2PPP/3RR1K1 w - - 2 21","1","0","0","0","0"
"4r1k1/qbr1npbp/p2p1np1/1p1Pp3/PP2P3/2NB1PN1/3BQ1PP/2R2R1K b - - 0 19","0","0","0","0","0"
"r1bqkbnr/ppp1nppp/3p4/3Pp3/2P1P3/5N2/PP3PPP/RNBQKB1R b KQkq - 0 5","0","1","1","1","1"
"rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2","1","1","1","1","1"
"r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3","0","1","1","1","1"
"1k1r3r/pbp2q2/1p5p/6p1/P2b2B1/4N1P1/1P2QPP1/3RK2R w K - 0 23","0","1","0","0","0"
"r1bq1rk1/pp3pp1/2pp3p/5Pb1/3N2n1/1BN3Q1/PPP4P/4RRK1 b - - 1 18","-1","0","0","0","0"
"rnbqk2r/ppp2ppp/3b1n2/3p4/3P4/2N1B3/PPP2PPP/R2QKBNR w KQkq - 3 6","0","1","1","1","1"
"r1bqkbnr/pp1p1ppp/2n5/2p1p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4","0","1","1","1","1"
"rn1qkb1r/ppp2ppp/4pn2/3p4/3P4/4P1P1/PPP1QP1P/RNB1K1NR w KQkq - 0 6","0","1","1","1","1"
"r2q3r/ppp5/2nkpp2/3p2p1/3P3n/2P1PB1P/PP1N1PP1/R2QK2R w KQ - 0 15","1","1","1","0","0"
"r1bqk2r/pppp1ppp/1b6/3Q4/2n5/8/PP4PP/RNB1K2R w KQkq - 0 14","-1","1","1","1","1"
"5rk1/4Rppp/Q5b1/P7/7P/8/6KP/2r5 b - - 2 35","1","0","0","0","0"
"4r3/kp6/p5p1/2pP2p1/2P3P1/2B2QK1/P2P1PB1/6q1 w - - 0 39","1","0","0","0","0"
"5b2/6k1/1R4p1/3p2P1/p2P1B2/2P3P1/K7/8 b - - 0 37","1","0","0","0","0"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2","0","1","1","1","1"
"rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2","0","1","1","1","1"
"r2qk2r/pb1p1ppp/1p2n3/2p1P3/8/B1PBQ3/P1P2PPP/R4RK1 w kq - 2 13","0","0","0","1","1"
"rnbqk1nr/ppp2ppp/8/2b1P3/3pPP2/8/PPP3PP/RNBQKBNR w KQkq - 1 5","1","1","1","1","1"
"rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1","0","1","1","1","1"
"3r1rk1/5pb1/6p1/3p3p/1P1NnPn1/2P1P3/3B1QPq/RN2RBK1 w - - 11 26","1","0","0","0","0"
"8/p7/1r2pk2/1P3p2/2P1n3/1P6/2K4R/8 b - - 2 35","-1","0","0","0","0"
"r1bq1rk1/1p2bpp1/2n4p/p2p2N1/2pP3P/P1P1B3/1P1QBPP1/2KR3R b - - 0 15","0","0","0","0","0"
"r7/2qn3k/pp5p/2p1bN2/P3Qp2/8/1P3P1P/3RR2K b - - 1 31","1","0","0","0","0"
"r1b1qrk1/ppp3bp/2np1np1/4pp2/3P4/2P1PN1P/PP1NBPPB/R2Q1RK1 b - - 1 10","0","0","0","0","0"
"rn1qkbnr/pp1b1ppp/3p4/2p5/3P4/2NQ1NP1/PPP1PPB1/R3K2R w KQkq - 0 9","-1","1","1","1","1"
"8/2p2p2/7p/2N2k2/5PpP/1P4K1/r1P1R3/8 b - - 3 31","1","0","0","0","0"
"rn2k2r/1ppqpp1p/6p1/3p4/3bPn2/1P1P1P1P/P2QB2P/2R2K1R b kq - 7 15","-1","0","0","1","1"
"r3k2r/p2qbppp/4b3/1pp1p3/5BN1/3P3P/PPP1Q1P1/R4RK1 w kq - 0 16","-1","0","0","1","1"
"rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2P5/PP2PPPP/RNBQKBNR w KQkq - 0 3","0","1","1","1","1"
"r2q3r/pp1bkp1p/2p1pp2/3pn3/8/PB1PPN2/1PP1Q1PP/2KR3R w - - 0 15","-1","0","0","0","0"
"rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1","0","1","1","1","1"
"r2q1rk1/ppp1bpp1/2np1nbp/8/5PP1/1P5P/PBPPN1B1/RN1Q1RK1 b - - 0 11","0","0","0","0","0"
"4r1k1/ppqn1pp1/2n3b1/2p3Pp/2Pp4/1P1P1N1P/PB4P1/R2Q1BK1 w - - 0 23","0","0","0","0","0"
"5rk1/6N1/5p1p/2K5/8/8/5P2/7R b - - 0 62","1","0","0","0","0"
"rnb1kbnr/ppp1p1pp/8/4p1B1/3P4/5B2/PPP2P1P/RN1QK2R w KQkq - 0 9","1","1","1","1","1"
"r1bqkbnr/pppp1ppp/2n5/4P3/3P4/8/PPP1P1PP/RNBQKBNR b KQkq - 0 3","1","1","1","1","1"
"6k1/6p1/1p5p/pP1p4/P2Pp3/b1r4q/6R1/5QK1 b - - 0 43","-1","0","0","0","0"
"r2q1rk1/4bpp1/p1n1pnp1/3p4/3P1BP1/2P2NNP/P3QP2/R3R1K1 b - - 0 17","0","0","0","0","0"
"r1b2r1k/ppp1bppp/3p4/8/1n6/1B3N2/PBP2PPP/R4RK1 b - - 1 17","-1","0","0","0","0"
"r4rk1/pp4pp/4p3/n2pN2b/3P1q2/P4N1P/1P4P1/2R1QRK1 w - - 0 20","-1","0","0","0","0"
"2r1r1k1/pp3pp1/2n2n1p/q1b5/3p1Bb1/P4NP1/NPQ1PPBP/3RR1K1 b - - 1 15","0","0","0","0","0"
"8/6k1/2R4p/5p2/r5PP/5PK1/8/8 b - - 3 38","1","0","0","0","0"
"r3r1k1/p1p2p2/1p1p2p1/6q1/3Bn3/7Q/PPP3PP/3R1RK1 w - - 2 20","-1","0","0","0","0"
"rnb1kb1r/1p2pppp/pq6/1Np3N1/4P1n1/5Q2/PPP2PPP/R1B1KB1R w KQkq - 0 9","0","1","1","1","1"
"r1b1k1nr/pp2ppbp/1qnp2p1/2p5/4PP2/2PP1N2/PP2B1PP/RNBQ1RK1 b kq - 4 7","0","0","0","1","1"
"8/8/8/8/4K3/8/5k2/1Q4q1 w - - 2 54","0","0","0","0","0"
"rnbqkbnr/pp1ppppp/8/2p5/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2","0","1","1","1","1"
"3R4/pp5p/2p1pp2/5kp1/Pr6/6K1/6PP/8 w - - 2 39","-1","0","0","0","0"
"r2q1rk1/ppp2ppp/2b1pn2/8/1b1P4/2NQ1NP1/PP2PPBP/R1B2RK1 b - - 3 10","1","0","0","0","0"
"r6r/pp2kppp/2p5/8/8/B1P1PP2/P6P/R2K1B1R b - - 1 14","1","0","0","0","0"
"r1bqk2r/pp4pp/2n2n2/4pp2/2Pp4/3P1NN1/PP1bBPPP/R2QK2R w KQkq - 0 11","-1","1","1","1","1"
"rn1q1rk1/pbppnpbp/1p2p1p1/4P3/3P4/2N2N2/PPP1BPPP/R1BQK2R w KQ - 1 8","0","1","1","0","0"
"4r3/2R3pk/1B3p2/P4P2/r7/8/P5KP/2R5 b - - 12 34","1","0","0","0","0"
"5rk1/5pp1/q2p1nbp/1p1Pp3/1R2P3/PN1QP1NP/6P1/6K1 b - - 0 33","0","0","0","0","0"
"r1b2b1r/pp1p1kp1/5p2/4p3/2PpP3/5N2/PP4PP/R1B1KB1R b KQ - 1 14","1","1","1","0","0"
"r2q1rk1/pp3ppp/2nb1n2/4p3/1P1pP3/P2P1B1P/3B1PP1/RN1Q1RK1 b - - 0 13","0","0","0","0","0"
"6r1/pp1bBk1p/2p1p3/5p2/2P5/5P2/PP5P/2KRR3 b - - 0 23","1","0","0","0","0"
"r2qk2r/3bbppp/p3p3/1p6/3n4/P1N5/1PBB1PPP/R2Q1RK1 w kq - 0 16","-1","0","0","1","1"
"r1b2rk1/1p3pp1/p3pnq1/8/8/1Q4P1/PP1N1PP1/2R2K1R w - - 6 22","-1","0","0","0","0"
"6k1/p4p1p/4p1p1/8/8/1P6/q1r2PPP/4RQK1 w - - 0 26","-1","0","0","0","0"
"6nr/5ppk/8/4PP2/1b5P/1q6/7P/2KR1R2 b - - 0 41","-1","0","0","0","0"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3","0","1","1","1","1"
"r1b1kbnr/1pqp1ppp/p1n1p3/8/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 1 7","0","1","1","1","1"
"8/4R3/4Qp2/5P1k/P1P4p/3P3K/1P6/R1B5 w - - 1 39","1","0","0","0","0"
"2krQ3/ppp3b1/8/8/q2p4/4P1BP/1PP2PP1/1K1R3R w - - 5 22","1","0","0","0","0"
"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3","0","1","1","1","1"
"rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3","0","1","1","1","1"
"r4rk1/p4ppp/2nb4/1p6/8/2Nb4/PP1B1PPP/R4RK1 w - - 2 18","-1","0","0","0","0"
"8/8/1Q1p2pk/2pPp3/4PbP1/1P6/q1P2PK1/8 b - - 0 44","-1","0","0","0","0"
"rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4","0","1","1","1","1"
"rnbqkbnr/1p1ppppp/p7/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3","0","1","1","1","1"
"8/p2k4/1p1n4/3P3p/2P2Pp1/1P4P1/PB5P/6K1 w - - 1 33","1","0","0","0","0"
"r2q1rk1/ppp2pp1/2n1p2p/3p1b2/3P2P1/2P1PN2/PP1Q1PP1/R3KB1R b KQ - 0 12","0","1","1","0","0"
"r2q2r1/nbpkn1Q1/pp1bp2p/4P3/1P6/P1NBB3/2P2PPP/R3K2R w KQ - 1 17","-1","1","1","0","0"
"6k1/1Qr1bppp/4pq2/2P5/3Pn3/4BN2/5PPP/R4RK1 w - - 0 29","1","0","0","0","0"
"r6k/1p3p2/4b3/7p/1N2P3/1nP4P/1PK2PP1/4R3 b - - 7 24","0","0","0","0","0"
"7r/pb5p/1pnpkp1b/4pp2/8/2PPPB2/P1PK2PP/1R4R1 b - - 6 22","-1","0","0","0","0"
"rnbq1br1/pppp1kpQ/8/4p3/4P3/8/PPPP1PPP/RNB1K1NR w KQ - 3 8","1","1","1","0","0"
"rnb1kb1r/pp3ppp/3p1n2/2pPq3/8/2N3P1/PP2PPBP/R1BQK1NR w KQkq - 3 8","0","1","1","1","1"
"r4rk1/1bq1ppbp/p2p2p1/1p6/3QPPP1/P1NP2P1/1PPB2BK/R4R2 b - - 0 17","1","0","0","0","0"
"5rk1/ppp2rpp/3p4/4pp2/4P3/2PP1P1P/PP2KP1R/R7 w - - 4 17","0","0","0","0","0"
"8/8/R6B/4r2P/1kp3p1/6P1/PP2BP2/4K2R w K - 4 40","1","1","0","0","0"
"rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1","0","1","1","1","1"
"r2q1rk1/bpp2ppp/2n5/p4b2/2PpNB2/P5P1/1PQ1PPBP/R2R2K1 w - - 8 15","0","0","0","0","0"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"7k/2R2p1p/p4r2/2P1p2P/2b5/P3P3/5KP1/8 w - - 1 29","-1","0","0","0","0"
"r2q1r1k/2p4P/pp1p1b1Q/3P2p1/2n2P2/6PR/PP2P3/2KR4 b - - 0 27","-1","0","0","0","0"
"1r3r1k/pppqb1pn/2npp2p/4p3/4P3/1QPP1NN1/PP3PPP/R1B1R1K1 b - - 9 14","0","0","0","0","0"
"rnbqr1k1/ppp2p1p/6pB/3p1n2/8/3P1NP1/P1PN1PBP/Q4RK1 w - - 3 12","-1","0","0","0","0"
"r1bQkb1r/pp3ppp/2p2n2/4p3/4P3/5N2/PPP2PPP/R1B1KB1R b KQkq - 0 8","1","1","1","1","1"
"rnbqkb1r/ppp4p/4pp2/3pP1pn/3P4/2N2NB1/PPP2PPP/R2QKB1R b KQkq - 1 8","0","1","1","1","1"
"r1bqkbnr/pp1npppp/3p4/1B6/3QP3/8/PPP2PPP/RNB1K1NR w KQkq - 2 5","0","1","1","1","1"
"r3r1k1/p2q1p1p/1p4p1/1N1P4/3Qb3/8/PP3PPP/R3R1K1 w - - 3 23","1","0","0","0","0"
"2kn4/ppp2pp1/4qb1p/8/2PB4/PQP2P2/4BP1P/6K1 b - - 0 21","0","0","0","0","0"
"8/p7/6p1/2p1kp1p/3p3P/PR2r3/6K1/8 w - - 2 50","-1","0","0","0","0"
"r2r2k1/pp3ppp/5n2/PRp5/4PB2/2PP2P1/7P/3Q1RK1 b - - 0 19","1","0","0","0","0"
"rnbqkb1r/pppp1ppp/4pn2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3","0","1","1","1","1"
"3rr1k1/ppq1bppp/2p2B2/2P1p3/3P4/3Q3P/PP3PP1/RB2K2R b KQ - 0 19","1","1","1","0","0"
"r1bqkbnr/2p2pp1/p6p/1p2p3/3P1p2/1Q3N2/PPP3PP/RNB2RK1 w kq - 0 11","-1","0","0","1","1"
"r4r1k/2p1b1pp/p7/1p3q2/6p1/1QP1B3/PP1N1PPP/R3R1K1 b - - 3 19","1","0","0","0","0"
"4Rbk1/5p1p/1p2P1pn/1Np5/5P2/3Bn2P/1r6/4B2K b - - 0 30","-1","0","0","0","0"
"rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3","0","1","1","1","1"
"r1bqkb1r/ppp2ppp/2n1pn2/8/2BP4/2N1PN2/PP3PPP/R1BQK2R b KQkq - 0 6","0","1","1","1","1"
"r2q1rk1/p2bppb1/3p1np1/1p2n3/3pP3/PBN4P/1PP1N1P1/R1BQ1RK1 w - - 0 14","-1","0","0","0","0"
"r1bq1rk1/pp3pbp/2p3p1/1N1nP3/2R1nB2/4PN2/PP3PPP/3QKB1R w K - 0 12","1","1","0","0","0"
"r2qkb1r/pp1nnpp1/6p1/2ppP3/Q2P1P2/2N3P1/PP4BP/R1B1K2R b KQkq - 3 13","0","1","1","1","1"
"8/8/p1p4p/P1k3p1/4K1P1/2P4P/6P1/8 b - - 6 42","1","0","0","0","0"
"rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","0","1","1","1","1"
"r2q1r2/pp1nbp1k/4p1BP/2pp4/3P1Q1P/2P1P3/PP1N1P2/R3K1R1 b Q - 0 16","1","0","1","0","0"
"2rq2k1/4b2p/4p1p1/p4r2/1p1P1B1P/4P3/PP3PQ1/R4RK1 b - - 0 24","1","0","0","0","0"
"r4q2/p7/8/kQP3p1/P2P4/6P1/1P3P2/3R1K2 b - - 2 32","1","0","0","0","0"
"r2qkb1r/p4ppp/2p1pn2/3p1b2/3P4/6N1/PPP2PPP/RNBQ1RK1 b kq - 1 9","0","0","0","1","1"
"2r1k3/p2nbpp1/1p2p1q1/3pP1P1/3P1P2/4K3/PP1B2Q1/R7 b - - 2 29","-1","0","0","0","0"
"rn3rk1/3bqppp/1p1bpn2/8/pPPB4/P2B1N2/3N1PPP/R2QR1K1 b - - 0 15","0","0","0","0","0"
"r2qk1nr/pp3ppp/1bn1p3/1B1p4/3P1P2/2N1BQ1P/PPP3P1/R3K2R b KQkq - 2 10","0","1","1","1","1"
"6R1/1ppb1pp1/4k1r1/p4N2/6PP/1P3P2/2P5/1K1R4 w - - 1 31","1","0","0","0","0"
"8/p7/6p1/1p6/1PpK1k2/P4P2/6Pr/6R1 b - - 1 30","0","0","0","0","0"
"2kr3r/ppp1nppp/8/q3Pb2/3P4/P3KN2/1P3PPP/RN3B1R b - - 4 13","-1","0","0","0","0"
"1r2k3/p1p1n1b1/5pp1/3N3r/8/8/PPPP1PK1/R1B1R3 b - - 2 20","1","0","0","0","0"
"r2qkb1r/1bpp1pp1/p6p/4N3/p7/1PPP4/5PPP/R1BQ1RK1 w kq - 0 13","-1","0","0","1","1"
"r2qr1k1/ppp2p1p/3p3B/7b/1bBPp3/5P1P/PP3P1K/R2Q2R1 b - - 1 17","-1","0","0","0","0"
"r1bq1rk1/ppp1bppp/3p1n2/3Pp3/1PP1P3/2NQ1N2/P4PPP/R1B1K2R b KQ - 2 9","0","1","1","0","0"
"r2qkbnr/1p1npp1p/p2p2p1/2p5/Q1P1P3/5N2/PP1P1PPP/RNB2RK1 b kq - 1 7","0","0","0","1","1"
"6k1/5pp1/p6p/1p1qP3/P1rpQ3/4n2P/6P1/4R2K w - - 3 39","-1","0","0","0","0"
"rnbq3r/ppppbkpp/5n2/4N3/4P3/8/PPPP1PPP/RNBQK2R b KQ - 0 5","-1","1","1","0","0"
"3r2k1/3PR1p1/2p2p1p/1pB4P/1Pb5/P4P2/5KP1/8 w - - 1 31","1","0","0","0","0"
"rnbqkb1r/ppp1pppp/8/3p4/3P4/2P2N2/P1P2PPP/R1BQKB1R b KQkq - 1 5","-1","1","1","1","1"
"r2r2k1/ppp2pbp/5np1/4pb2/2B5/2NP4/PPP2PPP/R1B2RK1 b - - 0 13","0","0","0","0","0"
"r5k1/pb1pq1pp/1pp1p3/4P3/3PB3/2P4Q/PP4PP/R4rK1 w - - 0 18","-1","0","0","0","0"
"2k5/3R1p1p/1p4p1/3Prp2/2P5/4P3/4BP1P/4K2R b K - 0 23","1","1","0","0","0"
"rnbqkbnr/ppp3pp/3p4/4p3/4NP2/3P4/PPP3PP/R1BQKBNR b KQkq - 0 5","0","1","1","1","1"
"r2q1rk1/1ppn1ppp/p3p1n1/3pP3/3P4/2NQ1N2/PPP2PPP/2KR3R w - - 6 13","0","0","0","0","0"
"r4rk1/ppq2p1p/4pnp1/1B1p4/8/1R6/P1P1QPPP/4R1K1 b - - 3 18","-1","0","0","0","0"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"r5k1/ppp3p1/7p/4p1n1/4P1B1/2PP4/PP3q1P/5RRK b - - 1 24","-1","0","0","0","0"
"rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1","0","1","1","1","1"
"1q5r/4kp2/3Rp3/3pPp2/2pP1P1p/5Q1P/6PK/8 w - - 3 29","-1","0","0","0","0"
"rn1qkbnr/ppp1pppp/8/3p1b2/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 3","0","1","1","1","1"
"rn1qkb1r/ppp1pppp/5n2/3p1b2/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq - 1 4","0","1","1","1","1"
"2kr1b1r/2p1qp2/2np1n1p/1B4p1/3PP3/2N1R2P/1PP3PB/R2Q2K1 b - - 0 15","1","0","0","0","0"
"8/4kppR/4p3/4pn2/8/6P1/PPrr3P/4R1K1 b - - 0 26","-1","0","0","0","0"
"4r1k1/pb2qp1p/1pn1pnpB/6P1/1PP5/P4r2/1Q3P1P/R3R1K1 b - - 0 20","-1","0","0","0","0"
"rnbqkbnr/p4ppp/3pp3/2pP4/2B1PP2/8/PP4PP/RNBQK1NR b KQkq - 0 6","0","1","1","1","1"
"rnb2rk1/ppq1ppbp/2pp1np1/8/3PP3/2N1BNP1/PPP2PBP/R2QK2R w KQ - 3 8","0","1","1","0","0"
"rn1qk1nr/pbpp1ppp/1p2p3/8/2B1PP2/2b2N2/PPPP2PP/R1BQK2R w KQkq - 0 6","-1","1","1","1","1"
"6k1/5pp1/pr1p3p/1r1P4/8/1p2R1P1/2P2P1P/1R4K1 w - - 0 29","-1","0","0","0","0"
"rnb1k1nr/pppp1ppp/8/2b5/3NP3/4B3/PPP2PPP/RN2KB1R b KQkq - 2 6","0","1","1","1","1"
"rq3rk1/np1b2p1/3NN1pp/p2pP3/P2P2Q1/1P6/5PPP/R4RK1 b - - 0 19","1","0","0","0","0"
"2r2rkn/p2n4/4p1PP/1p1pP3/q1pP4/2P2PQ1/PP1N4/R3K2R b KQ - 0 28","0","1","1","0","0"
"r2q1rk1/1b2bppp/pp1p1n2/3Pn1B1/8/2N3PP/PP2NPB1/R2QR1K1 b - - 0 14","0","0","0","0","0"
"rnbqk1nr/pp1p1ppp/4p3/2b5/3PP3/8/P1P2PPP/RNBQKBNR b KQkq - 0 4","0","1","1","1","1"
"r1bqk2r/p2p1ppp/np2p2n/4P3/2PP4/5N1P/P1Q1BPP1/R1B1K2R w KQkq - 1 12","0","1","1","1","1"
"4r1k1/ppp3pp/2n2pn1/3p4/3P1P1N/2P3Pq/PP1N4/R2Q2K1 w - - 0 22","-1","0","0","0","0"
